c1,716.0
c1,1219.0
c1,1845.0
c1,483.0
c1,178.0
c1,630.0
c1,590.0
c1,958.0
c1,1166.0
c1,652.0
c1,1330.0
c2,2065.0
c2,981.0
c2,1087.0
c2,1317.0
c2,1156.0
c2,672.0
c2,924.0
c2,637.0
c2,456.0
c2,1335.0
c2,1039.0
c3,1111.0
c3,1032.0
c3,754.0
c3,659.0
c3,453.0
c3,581.0
c3,1293.0
c3,771.0
c3,1455.0
c3,953.0
c3,968.0
c4,1463.0
c4,1137.0
c4,1345.0
c4,601.0
c4,1013.0
c4,1165.0
c4,893.0
c4,1236.0
c4,480.0
c4,831.0
c4,1071.0
b1,997.0
b1,918.0
b1,728.0
b1,894.0
b1,765.0
b1,783.0
b1,1001.0
b1,896.0
b1,572.0
b1,1092.0
b1,1129.0
b2,1371.0
b2,1051.0
b2,895.0
b2,1796.0
b2,2107.0
b2,846.0
b2,1272.0
b2,797.0
b2,1436.0
b2,1349.0
b2,869.0
b3,514.0
b3,1135.0
b3,698.0
b3,746.0
b3,1025.0
b3,1586.0
b3,989.0
b3,809.0
b3,1631.0
b3,860.0
b3,846.0
b4,711.0
b4,930.0
b4,1203.0
b4,1207.0
b4,166.0
b4,1542.0
b4,707.0
b4,1897.0
b4,1052.0
b4,958.0
b4,1116.0
center,18.0
center,565.0
center,376.0
center,795.0
center,2106.0
center,1153.0
center,1287.0
center,945.0
center,722.0
center,943.0
center,611.0
b1_center,1.0
b1_center,1.0
b1_center,2.0
b1_center,1.0
b1_center,2.0
b1_center,2.0
b1_center,2.0
b1_center,6.0
b1_center,2.0
b1_center,2.0
b1_center,0.0
b2_center,0.0
b2_center,1.0
b2_center,2.0
b2_center,2.0
b2_center,2.0
b2_center,3.0
b2_center,4.0
b2_center,5.0
b2_center,2.0
b2_center,2.0
b2_center,0.0
b3_center,0.0
b3_center,1.0
b3_center,7.0
b3_center,2.0
b3_center,2.0
b3_center,3.0
b3_center,5.0
b3_center,8.0
b3_center,3.0
b3_center,2.0
b3_center,4.0
b4_center,0.0
b4_center,4.0
b4_center,1.0
b4_center,1.0
b4_center,1.0
b4_center,1.0
b4_center,1.0
b4_center,11.0
b4_center,6.0
b4_center,4.0
b4_center,6.0
c1_b1,8.0
c1_b1,7.0
c1_b1,8.0
c1_b1,1.0
c1_b1,0.0
c1_b1,1.0
c1_b1,7.0
c1_b1,0.0
c1_b1,2.0
c1_b1,5.0
c1_b1,1.0
c1_b4,0.0
c1_b4,1.0
c1_b4,19.0
c1_b4,3.0
c1_b4,0.0
c1_b4,9.0
c1_b4,2.0
c1_b4,4.0
c1_b4,1.0
c1_b4,1.0
c1_b4,3.0
c4_b4,9.0
c4_b4,2.0
c4_b4,1.0
c4_b4,5.0
c4_b4,0.0
c4_b4,5.0
c4_b4,3.0
c4_b4,11.0
c4_b4,3.0
c4_b4,0.0
c4_b4,1.0
c4_b3,5.0
c4_b3,2.0
c4_b3,17.0
c4_b3,0.0
c4_b3,11.0
c4_b3,4.0
c4_b3,3.0
c4_b3,6.0
c4_b3,3.0
c4_b3,2.0
c4_b3,1.0
c3_b3,1.0
c3_b3,4.0
c3_b3,2.0
c3_b3,1.0
c3_b3,2.0
c3_b3,0.0
c3_b3,8.0
c3_b3,0.0
c3_b3,1.0
c3_b3,1.0
c3_b3,3.0
c3_b2,2.0
c3_b2,2.0
c3_b2,7.0
c3_b2,4.0
c3_b2,3.0
c3_b2,7.0
c3_b2,2.0
c3_b2,0.0
c3_b2,2.0
c3_b2,2.0
c3_b2,1.0
c2_b2,2.0
c2_b2,5.0
c2_b2,0.0
c2_b2,3.0
c2_b2,6.0
c2_b2,7.0
c2_b2,6.0
c2_b2,2.0
c2_b2,6.0
c2_b2,4.0
c2_b2,1.0
c2_b1,7.0
c2_b1,2.0
c2_b1,4.0
c2_b1,2.0
c2_b1,3.0
c2_b1,1.0
c2_b1,2.0
c2_b1,2.0
c2_b1,0.0
c2_b1,3.0
c2_b1,1.0
non_roi,0.0
non_roi,1.0
non_roi,0.0
non_roi,0.0
non_roi,0.0
non_roi,0.0
non_roi,0.0
non_roi,0.0
non_roi,0.0
non_roi,0.0
non_roi,0.0
